id,system,sector,region,grid,grid_col,grid_row
sw-00424,B'trilla,Gordian Reach,Outer Rim Territories,Q-5,Q,5
sw-00425,B-Foroon,Arkanis,Outer Rim Territories,R-16,R,16
sw-00426,Baarstal,Sanbra,Outer Rim Territories,N-17,N,17
sw-00427,Babali,Corva,Outer Rim Territories,P-3,P,3
sw-00428,Babbadod,,Inner Rim,N-14,N,14
sw-00429,Bacia,,Inner Rim,M-14,M,14
sw-00430,Bacrana,Brak,Expansion Region,O-14,O,14
sw-00431,Bactriasa,,Inner Rim,O-10,O,10
sw-00432,Badfellow Station,,Core Worlds,M-10,M,10
sw-00433,Badtibira,,Core Worlds,K-12,K,12
sw-00434,Baes Logia,Quence,Outer Rim Territories,O-18,O,18
sw-00435,Baffia,,Deep Core,L-12,L,12
sw-00436,Baffop,Tamarin,Outer Rim Territories,O-19,O,19
sw-00437,Bahalian,Astal,Outer Rim Territories,P-18,P,18
sw-00438,Bahlah,Thesme,Outer Rim Territories,O-6,O,6
sw-00439,Bajic,Bajic,Outer Rim Territories,P-18,P,18
sw-00440,Bakisian Drift,Tragan Cluster,Outer Rim Territories,N-5,N,5
sw-00441,Bakkah,Thrasybule,Outer Rim Territories,P-6,P,6
sw-00442,Baklek,,Inner Rim,N-12,N,12
sw-00443,Bakura,,Wild Space,G-16,G,16
sw-00444,Bal'demnic,Auril,Outer Rim Territories,R-7,R,7
sw-00445,Balaidas,,Colonies,L-8,L,8
sw-00446,Balamak,Taldot,Mid Rim,Q-9,Q,9
sw-00447,Balanor,Noonian,Outer Rim Territories,M-6,M,6
sw-00448,Baldavia,Hapes Cluster,Inner Rim,O-9,O,9
sw-00449,Baldur,Nojic,Expansion Region,P-9,P,9
sw-00450,Balfron,Dolomar,Core Worlds,K-9,K,9
sw-00451,Balis-Baurgh,Sombure,Mid Rim,K-16,K,16
sw-00452,Balith,,Inner Rim,N-7,N,7
sw-00453,Balmorra,,Colonies,M-10,M,10
sw-00454,Balnab,Bright Jewel,Mid Rim,L-7,L,7
sw-00455,Balosar,,Core Worlds,L-12,L,12
sw-00456,Balowa,Daalang,Mid Rim,Q-12,Q,12
sw-00457,Baltimn,Chorlian,Outer Rim Territories,S-4,S,4
sw-00458,Baltizaar,Corthenia,Mid Rim,K-7,K,7
sw-00459,Baltro,Onatos,Mid Rim,R-15,R,15
sw-00460,Bamasia,,Inner Rim,N-9,N,9
sw-00461,Bamayar,Maldrood,Mid Rim,R-7,R,7
sw-00462,Bampa'k,Prefsbelt,Outer Rim Territories,K-5,K,5
sw-00463,Ban-Satir,Corporate Sector,Outer Rim Territories,S-4,S,4
sw-00464,Banas,Sanbra,Outer Rim Territories,O-17,O,17
sw-00465,Banasthau,,Inner Rim,O-11,O,11
sw-00466,Bancar,Rayter,Outer Rim Territories,J-19,J,19
sw-00467,Banchii,Jjannex,Outer Rim Territories,K-19,K,19
sw-00468,Bandomeer,Meerian,Outer Rim Territories,O-6,O,6
sw-00469,Bandonia,,Core Worlds,L-10,L,10
sw-00470,Bannistar Station,Hevvrol,Mid Rim,O-15,O,15
sw-00471,Bantu,Emmo,Core Worlds,M-12,M,12
sw-00472,Banvhar Station,Kriz,Outer Rim Territories,J-18,J,18
sw-00473,Bar Neth,Albarrio,Outer Rim Territories,K-5,K,5
sw-00474,Bar'leth,,Core Worlds,M-10,M,10
sw-00475,Baraan-Fa,Grumani,Outer Rim Territories,N-17,N,17
sw-00476,Barab,Albanin,Outer Rim Territories,U-12,U,12
sw-00477,Barabaras,,Mid Rim,J-15,J,15
sw-00478,Barabesh,,Mid Rim,I-16,I,16
sw-00479,Baraboo,,Core Worlds,M-11,M,11
sw-00480,Baradas,,Colonies,L-8,L,8
sw-00481,Baralou,Varada,Outer Rim Territories,H-20,H,20
sw-00482,Baramorra,Carrion,Outer Rim Territories,J-4,J,4
sw-00483,Barancar,Cronese Mandate,Outer Rim Territories,S-6,S,6
sw-00484,Barbadel,,Core Worlds,K-13,K,13
sw-00485,Barbeen,,Deep Core,L-10,L,10
sw-00486,Barcaria,Sombure,Mid Rim,K-16,K,16
sw-00487,Barcola,,Colonies,N-10,N,10
sw-00488,Bardelberan,Churnis,Mid Rim,J-6,J,6
sw-00489,Bardotta,Shasos,Colonies,K-13,K,13
sw-00490,Bardram Scoft,,Unknown Regions,D-7,D,7
sw-00491,Barenth,Drannik,Expansion Region,K-8,K,8
sw-00492,Barison,Gordian Reach,Outer Rim Territories,Q-6,Q,6
sw-00493,Barkhesh,Seitia,Outer Rim Territories,K-19,K,19
sw-00494,Barlok,Marcol,Inner Rim,L-8,L,8
sw-00495,Barnaba,Tapani,Colonies,L-13,L,13
sw-00496,Barnahof,Yminis,Outer Rim Territories,S-14,S,14
sw-00497,Baroli,Baroli,Expansion Region,N-14,N,14
sw-00498,Baroonda,Calaron,Outer Rim Territories,T-9,T,9
sw-00499,Baros,Lothal,Outer Rim Territories,U-7,U,7
sw-00500,Barpine,Weneen,Outer Rim Territories,N-6,N,6
sw-00501,Barraken,Varada,Outer Rim Territories,H-19,H,19
sw-00502,Bars Barka,Barsa,Mid Rim,J-6,J,6
sw-00503,Barseg,Allied Tion,Outer Rim Territories,S-6,S,6
sw-00504,Bartokan,Tamarin,Outer Rim Territories,N-19,N,19
sw-00505,Barton,Colundra,Outer Rim Territories,S-5,S,5
sw-00506,Barundi,Thanium,Outer Rim Territories,S-5,S,5
sw-00507,Basan,Churba,Mid Rim,P-15,P,15
sw-00508,Basarais,Kossa,Expansion Region,O-11,O,11
sw-00509,Basath,,Colonies,J-13,J,13
sw-00510,Basilisk,,Core Worlds,L-9,L,9
sw-00511,Baskarn,Noonian,Outer Rim Territories,M-6,M,6
sw-00512,Baskron,Trax,Mid Rim,Q-10,Q,10
sw-00513,Bassadro,,Colonies,L-13,L,13
sw-00514,Bassel,,Inner Rim,N-13,N,13
sw-00515,Basta Core,Wyl,Outer Rim Territories,R-4,R,4
sw-00516,Bastatha,,Inner Rim,N-10,N,10
sw-00517,Basteel,Corva,Outer Rim Territories,P-3,P,3
sw-00518,Bastion,Braxant,Outer Rim Territories,K-3,K,3
sw-00519,Bastooine,Graador,Mid Rim,I-17,I,17
sw-00520,Bathoris,,Inner Rim,N-8,N,8
sw-00521,Batonn,Ash Worlds (Batonn),Outer Rim Territories,T-7,T,7
sw-00522,Bator Bai,Senex,Mid Rim,L-18,L,18
sw-00523,Batorine,,Colonies,J-9,J,9
sw-00524,Batravia,Serathrace,Expansion Region,P-11,P,11
sw-00525,Batuu,Trilon,Outer Rim Territories,G-15,G,15
sw-00526,Batuv,Askarian,Expansion Region,P-12,P,12
sw-00527,Baummu,Shadola,Outer Rim Territories,U-8,U,8
sw-00528,Bavva,Javin (Anoat),Outer Rim Territories,K-18,K,18
sw-00529,Baylagon,,Core Worlds,M-10,M,10
sw-00530,Baylin Cluster,Trans-Nebular,Mid Rim,R-16,R,16
sw-00531,Bayora,Extorin,Expansion Region,J-15,J,15
sw-00532,Bazaar,Halthor,Outer Rim Territories,M-6,M,6
sw-00533,Bazarre,Cademimu,Outer Rim Territories,M-6,M,6
sw-00534,Beauchen,Vensori,Mid Rim,P-8,P,8
sw-00535,Beckoning Call Starr,,Inner Rim,O-10,O,10
sw-00536,Bedlam,Thusa,Mid Rim,O-7,O,7
sw-00537,Bedlam Pulsar,Thusa,Mid Rim,O-7,O,7
sw-00538,Beetle Nebula,Bon'nyuw-Luq,Outer Rim Territories,N-18,N,18
sw-00539,Begali,,Inner Rim,M-8,M,8
sw-00540,Begamor,Lahara,Outer Rim Territories,M-5,M,5
sw-00541,Begeren,Esstran (Sith Worlds),Outer Rim Territories,R-4,R,4
sw-00542,Beheboth,Sanbra,Outer Rim Territories,O-17,O,17
sw-00543,Beixander,,Mid Rim,H-15,H,15
sw-00544,Belasco,Belasco,Expansion Region,O-11,O,11
sw-00545,Belassar,Sarla,Expansion Region,J-8,J,8
sw-00546,Belat,Vilonis,Mid Rim,O-16,O,16
sw-00547,Belazura,,Colonies,M-13,M,13
sw-00548,Belderone,Belderone,Outer Rim Territories,R-6,R,6
sw-00549,Beledeen,,Colonies,K-13,K,13
sw-00550,Belgaroth,,Core Worlds,K-13,K,13
sw-00551,Belial,Sanbra,Outer Rim Territories,N-17,N,17
sw-00552,Belkadan,Dalonbian,Outer Rim Territories,L-1,L,1
sw-00553,Belladoon,Myto,Outer Rim Territories,K-3,K,3
sw-00554,Bellassa,,Core Worlds,M-11,M,11
sw-00555,Bellis,Demetras,Outer Rim Territories,P-7,P,7
sw-00556,Belloria,Seswenna,Outer Rim Territories,M-18,M,18
sw-00557,Belnar,Belnar,Colonies,M-9,M,9
sw-00558,Belovia,Ombakond,Expansion Region,P-12,P,12
sw-00559,Belsavis,Bozhnee,Outer Rim Territories,L-18,L,18
sw-00560,Belshar Othacuu,Belshar,Mid Rim,J-7,J,7
sw-00561,Belsmuth,Belsmuth,Outer Rim Territories,O-6,O,6
sw-00562,Belthu,Demetras,Outer Rim Territories,O-7,O,7
sw-00563,Beltire,Narrant,Mid Rim,J-17,J,17
sw-00564,Beltrix,,Inner Rim,M-14,M,14
sw-00565,Belukat,Corpheli,Expansion Region,M-7,M,7
sw-00566,Belvaria,Corweillian,Mid Rim,P-15,P,15
sw-00567,Benath,,Wild Space,I-7,I,7
sw-00568,Bendeluum,Javin (Anoat),Outer Rim Territories,K-18,K,18
sw-00569,Bendii,Seitia,Outer Rim Territories,K-19,K,19
sw-00570,Bendone,Bosph,Outer Rim Territories,R-3,R,3
sw-00571,Benetage,Thanium,Outer Rim Territories,R-6,R,6
sw-00572,Bengat,,Inner Rim,J-8,J,8
sw-00573,Bengely,Tamarin,Outer Rim Territories,N-19,N,19
sw-00574,Benglor,Onatos,Mid Rim,R-15,R,15
sw-00575,Benja-Rihn,Sevastol,Mid Rim,Q-14,Q,14
sw-00576,Benkal,,Wild Space,H-17,H,17
sw-00577,Bentora,Samix,Outer Rim Territories,Q-19,Q,19
sw-00578,Benwabula,Shadola,Outer Rim Territories,U-7,U,7
sw-00579,Ber de Val,,Colonies,M-9,M,9
sw-00580,Berason,Eclorar,Mid Rim,Q-12,Q,12
sw-00581,Berchest,Anthos,Inner Rim,N-8,N,8
sw-00582,Berea,Elrood,Outer Rim Territories,M-19,M,19
sw-00583,Beris,Fei Hu,Mid Rim,Q-13,Q,13
sw-00584,Bernilla,,Inner Rim,L-14,L,14
sw-00585,Beroq,Baroli,Expansion Region,N-14,N,14
sw-00586,Berri,,Inner Rim,N-9,N,9
sw-00587,Berrol's Donn,Kriz,Outer Rim Territories,K-19,K,19
sw-00588,Berrun,,Colonies,M-10,M,10
sw-00589,Berullia,Quence,Outer Rim Territories,O-18,O,18
sw-00590,Berzite,,Wild Space,U-8,U,8
sw-00591,Bes,Airam,Outer Rim Territories,M-20,M,20
sw-00592,Besberra,Cegul,Outer Rim Territories,L-20,L,20
sw-00593,Bescane,Obtrexta,Outer Rim Territories,K-3,K,3
sw-00594,Besero,,Deep Core,L-10,L,10
sw-00595,Beshka,Aparo,Outer Rim Territories,R-3,R,3
sw-00596,Besn,Mayagil,Outer Rim Territories,N-18,N,18
sw-00597,Besnia,,Colonies,N-12,N,12
sw-00598,Bespin,Javin (Anoat),Outer Rim Territories,K-18,K,18
sw-00599,Bessimir,,Core Worlds,L-9,L,9
sw-00600,Bestal,Varada,Outer Rim Territories,I-19,I,19
sw-00601,Bestine,,Inner Rim,M-14,M,14
sw-00602,Bestoon,,Colonies,J-9,J,9
sw-00603,Beta Olikark,Wyl,Outer Rim Territories,S-4,S,4
sw-00604,Beta Rhama,Dalchon,Outer Rim Territories,R-17,R,17
sw-00605,Betal,,Wild Space,J-5,J,5
sw-00606,Betha,Corva,Outer Rim Territories,P-4,P,4
sw-00607,Bethal,Tapani,Colonies,L-13,L,13
sw-00608,Bethars,Emmo,Core Worlds,M-12,M,12
sw-00609,Betolio,Tapani,Colonies,L-13,L,13
sw-00610,Betshish,Gordian Reach,Outer Rim Territories,P-5,P,5
sw-00611,Bettel,Javin (Yarith),Outer Rim Territories,K-18,K,18
sw-00612,Betthanie,Wornal,Mid Rim,K-16,K,16
sw-00613,Bettok,Velcar,Outer Rim Territories,J-4,J,4
sw-00614,Bevell,,Inner Rim,L-8,L,8
sw-00615,Bextar,Velcar,Outer Rim Territories,J-4,J,4
sw-00616,Bezha,,Colonies,N-10,N,10
sw-00617,Bezim,Vorc,Mid Rim,J-7,J,7
sw-00618,Beznaz,Quiberon,Outer Rim Territories,T-15,T,15
sw-00619,Bhargebba,Esstran (Sith Worlds),Outer Rim Territories,R-4,R,4
sw-00620,Bheriz,Bheriz,Outer Rim Territories,U-10,U,10
sw-00621,Bhuna Sound,Yushan,Mid Rim,K-17,K,17
sw-00622,Bianas,Tapani,Colonies,L-13,L,13
sw-00623,Bid'jerma,Prefsbelt,Outer Rim Territories,J-5,J,5
sw-00624,Biewa,Corporate Sector,Outer Rim Territories,S-4,S,4
sw-00625,Biitu,Cassander (Tadrin),Outer Rim Territories,K-5,K,5
sw-00626,Biivren,Biivren,Expansion Region,P-9,P,9
sw-00627,Bilbringi,,Inner Rim,J-8,J,8
sw-00628,Bilios,Tapani,Colonies,L-13,L,13
sw-00629,Billaron,Chitargarh,Expansion Region,K-15,K,15
sw-00630,Bilzen,,Wild Space,U-12,U,12
sw-00631,Bimin Three,Majoor,Expansion Region,N-15,N,15
sw-00632,Bimmiel,Kanz,Outer Rim Territories,N-4,N,4
sw-00633,Bimmisaari,Halla,Mid Rim,R-9,R,9
sw-00634,Binaros,Kathol (Outback),Outer Rim Territories,M-21,M,21
sw-00635,Binquaros,Ciutric,Outer Rim Territories,N-5,N,5
sw-00636,Biravia,Venaarian,Mid Rim,O-7,O,7
sw-00637,Birba,,Deep Core,M-10,M,10
sw-00638,Birgis,Dalonbian,Outer Rim Territories,M-3,M,3
sw-00639,Birix,Bryx,Mid Rim,R-8,R,8
sw-00640,Birjis,Dalchon,Outer Rim Territories,R-17,R,17
sw-00641,Birren,,Inner Rim,O-10,O,10
sw-00642,Birsingrial,,Core Worlds,L-10,L,10
sw-00643,Birukay,(Gardaji),Outer Rim Territories,M-1,M,1
sw-00644,Bisellia,Clacis,Outer Rim Territories,K-4,K,4
sw-00645,Biskar,,Inner Rim,K-14,K,14
sw-00646,Bissillirus,Trax,Mid Rim,Q-10,Q,10
sw-00647,Bith,,Core Worlds,L-13,L,13
sw-00648,Bitmus Cloud,Wazta,Outer Rim Territories,J-18,J,18
sw-00649,Bittelari Cluster,Fath,Outer Rim Territories,K-6,K,6
sw-00650,Bivoli,,Inner Rim,L-15,L,15
sw-00651,Bizikia,Kwymar,Outer Rim Territories,P-4,P,4
sw-00652,Black Bantha,,Inner Rim,K-8,K,8
sw-00653,"Black Delve, The",Har Worlds,Expansion Region,J-16,J,16
sw-00654,Black Hole of Nakat,,Inner Rim,N-7,N,7
sw-00655,Black Hole of Quintas,Kriz,Outer Rim Territories,J-19,J,19
sw-00656,Black Nebula,,Colonies,M-12,M,12
sw-00657,Black Widow Nebula,Calaron,Outer Rim Territories,T-9,T,9
sw-00658,Blackfel,Greater Plooriod,Expansion Region,M-7,M,7
sw-00659,Blacktar Cyst,Oktos,Mid Rim,R-12,R,12
sw-00660,Blair Cluster,Airam,Outer Rim Territories,L-20,L,20
sw-00661,Blarrum,Mayagil,Outer Rim Territories,N-18,N,18
sw-00662,Blathar,Yucrales,Mid Rim,R-15,R,15
sw-00663,Blenjeel,Dufilvian,Mid Rim,Q-15,Q,15
sw-00664,Bleuf,,Core Worlds,L-13,L,13
sw-00665,Blimph,Kastolar,Mid Rim,Q-10,Q,10
sw-00666,Blood Nest,Halori,Mid Rim,P-7,P,7
sw-00667,Bloxia,,Wild Space,I-7,I,7
sw-00668,Blutopia,Vensensor,Expansion Region,K-16,K,16
sw-00669,Blyte,Tapani,Colonies,L-13,L,13
sw-00670,Bnach,Calaron,Outer Rim Territories,T-9,T,9
sw-00671,Bnar,Braxant,Outer Rim Territories,K-3,K,3
sw-00672,Boden,Videnda,Outer Rim Territories,M-18,M,18
sw-00673,Bodoria,Andirma,Expansion Region,L-15,L,15
sw-00674,Bodrin,Elrood,Outer Rim Territories,M-20,M,20
sw-00675,Bofa,Steniplis,Outer Rim Territories,M-18,M,18
sw-00676,Bogano,Mieru'kar,Outer Rim Territories,N-3,N,3
sw-00677,Bogden,,Inner Rim,M-8,M,8
sw-00678,Bogo Rai,,Unknown Regions,E-8,E,8
sw-00679,Bogoa,Immerian Outback,Expansion Region,N-14,N,14
sw-00680,Boiyuh,,Colonies,J-9,J,9
sw-00681,Bolad,Tharin,Outer Rim Territories,S-8,S,8
sw-00682,Bolbotarp,Corellian,Core Worlds,M-11,M,11
sw-00683,Boledge,,Inner Rim,N-12,N,12
sw-00684,Bolenia,,Core Worlds,K-9,K,9
sw-00685,Boltrunia,Baxel,Outer Rim Territories,U-11,U,11
sw-00686,Bomis Koori,Wornal,Mid Rim,K-16,K,16
sw-00687,Bomodon,Churba,Mid Rim,O-15,O,15
sw-00688,Bompreil,Demetras,Outer Rim Territories,P-7,P,7
sw-00689,Bonadan,Corporate Sector,Outer Rim Territories,S-3,S,3
sw-00690,Bontormia,Bortele,Mid Rim,R-8,R,8
sw-00691,Boonta,Suolriep,Outer Rim Territories,S-8,S,8
sw-00692,Boordii,Sumitra,Expansion Region,N-7,N,7
sw-00693,Boosodia,,Inner Rim,N-8,N,8
sw-00694,Bootana Shagplan,,Hutt Space,S-10,S,10
sw-00695,Boothi,Abrion,Outer Rim Territories,S-15,S,15
sw-00696,Boranall,Doldur,Mid Rim,P-15,P,15
sw-00697,Boranda,Manda,Mid Rim,R-14,R,14
sw-00698,Borao,,Inner Rim,M-14,M,14
sw-00699,Borcorash,Weneen,Outer Rim Territories,N-6,N,6
sw-00700,Borga,Yminis,Outer Rim Territories,S-14,S,14
sw-00701,Boriin,,Inner Rim,N-14,N,14
sw-00702,Borkeen,Belsmuth,Outer Rim Territories,O-6,O,6
sw-00703,Borkyne,Bes Ber Bikade,Expansion Region,L-15,L,15
sw-00704,Borleias,,Colonies,K-9,K,9
sw-00705,Borloria,Dentari,Expansion Region,O-8,O,8
sw-00706,Borlov,Tunka,Outer Rim Territories,J-19,J,19
sw-00707,Bormea,Bormea,Core Worlds,L-9,L,9
sw-00708,Bormter,,Wild Space,H-14,H,14
sw-00709,Bormus,Dustig,Mid Rim,N-16,N,16
sw-00710,Boro-borosa,Senex,Mid Rim,L-18,L,18
sw-00711,Borosk,Prefsbelt,Outer Rim Territories,K-5,K,5
sw-00712,Bortele Cluster,Bortele,Mid Rim,R-8,R,8
sw-00713,Bortras,Brema (Reithcas),Outer Rim Territories,M-18,M,18
sw-00714,Boruga,,Core Worlds,L-10,L,10
sw-00715,Bos-Una,,Inner Rim,J-14,J,14
sw-00716,Bosch,,Core Worlds,K-10,K,10
sw-00717,Bosph,Bosph,Outer Rim Territories,Q-3,Q,3
sw-00718,Bosthirda,Esstran (Sith Worlds),Outer Rim Territories,R-5,R,5
sw-00719,Botajef,Belsmuth,Outer Rim Territories,O-6,O,6
sw-00720,Bothawui,Bothan,Mid Rim,R-14,R,14
sw-00721,Bothsoliman,Hollan,Mid Rim,M-7,M,7
sw-00722,Botor,Botor Enclave,Core Worlds,K-12,K,12
sw-00723,Boudolayz,,Colonies,N-12,N,12
sw-00724,Bovo Yagen,Kailion,Expansion Region,O-13,O,13
sw-00725,Bowane Nebula,Tungra (Fand),Outer Rim Territories,K-18,K,18
sw-00726,Boxer Point Station,Prackla,Expansion Region,O-8,O,8
sw-00727,Boz Pity,Halla,Mid Rim,S-9,S,9
sw-00728,Boztrok,Aparo,Outer Rim Territories,R-3,R,3
sw-00729,Bpfassh,Sluis,Outer Rim Territories,M-19,M,19
sw-00730,Bracca,Lantillian,Mid Rim,P-9,P,9
sw-00731,Braccio,,Wild Space,I-5,I,5
sw-00732,Brachi,Sertar,Outer Rim Territories,R-5,R,5
sw-00733,Brachnis Chorios,Meridian,Outer Rim Territories,R-7,R,7
sw-00734,Bragkis,Belderone,Outer Rim Territories,R-6,R,6
sw-00735,Bramior,,Inner Rim,M-9,M,9
sw-00736,Branteez,Tolonda,Outer Rim Territories,Q-17,Q,17
sw-00737,Brask Oto,,Unknown Regions,H-7,H,7
sw-00738,Bravais,,Inner Rim,O-9,O,9
sw-00739,Bravis,Spadja,Outer Rim Territories,R-5,R,5
sw-00740,Bray,Piryn Shar,Expansion Region,K-16,K,16
sw-00741,Breeka,Cadavine,Outer Rim Territories,P-17,P,17
sw-00742,Brella Temior,Barma,Colonies,M-9,M,9
sw-00743,Brentaal,Bormea,Core Worlds,L-9,L,9
sw-00744,Bresallis,Cadma,Outer Rim Territories,T-8,T,8
sw-00745,Bresan,Kathol (Outback),Outer Rim Territories,M-21,M,21
sw-00746,Breshig,Mandalore,Outer Rim Territories,O-7,O,7
sw-00747,Breshkall,Khuiumin,Outer Rim Territories,O-19,O,19
sw-00748,Bresnia,Tandon,Mid Rim,Q-14,Q,14
sw-00749,Breta Yaga,Mieru'kar,Outer Rim Territories,O-3,O,3
sw-00750,Bretta,Ojoster,Outer Rim Territories,N-7,N,7
sw-00751,Brevost,Brevost,Expansion Region,O-15,O,15
sw-00752,Bri'ahl,Bri'ahl,Outer Rim Territories,I-17,I,17
sw-00753,Bri'n,Lothal,Outer Rim Territories,U-7,U,7
sw-00754,Bridin Anchorage,Portmoak,Outer Rim Territories,P-18,P,18
sw-00755,Brield,,Colonies,M-12,M,12
sw-00756,Brightday,,Inner Rim,K-8,K,8
sw-00757,Brigia,Tion Hegemony,Outer Rim Territories,T-6,T,6
sw-00758,Brink Station,,Wild Space,O-3,O,3
sw-00759,Brint-wo,Koradin,Outer Rim Territories,I-18,I,18
sw-00760,Brintooin,Seswenna,Outer Rim Territories,M-18,M,18
sw-00761,Briston,Shelsha,Colonies,M-9,M,9
sw-00762,Britaxis Minor,,Inner Rim,O-11,O,11
sw-00763,Brix,,Colonies,N-10,N,10
sw-00764,Brochiib,Trianii Space*,Wild Space,S-3,S,3
sw-00765,Brodo Asogi,Perinn,Outer Rim Territories,J-4,J,4
sw-00766,Brodogon,Bozhnee,Outer Rim Territories,L-18,L,18
sw-00767,Broest,,Core Worlds,L-10,L,10
sw-00768,Brolsam,Kathol,Outer Rim Territories,M-21,M,21
sw-00769,Bromlarch,Vish,Mid Rim,O-16,O,16
sw-00770,Bronsoon,Gordian Reach,Outer Rim Territories,P-6,P,6
sw-00771,Bront,Svivreni,Outer Rim Territories,O-19,O,19
sw-00772,Brosi,Corporate Sector,Outer Rim Territories,S-3,S,3
sw-00773,Brunet,Prefsbelt,Outer Rim Territories,J-5,J,5
sw-00774,Bruvia,Harron Marches,Expansion Region,P-11,P,11
sw-00775,Bryexx,Varvenna,Colonies,M-13,M,13
sw-00776,Bryndar,Dalicron,Outer Rim Territories,K-19,K,19
sw-00777,Bryx,Bryx,Mid Rim,R-8,R,8
sw-00778,Bseto,Msst,Mid Rim,P-7,P,7
sw-00779,Buamlon Central,Esstran,Outer Rim Territories,Q-4,Q,4
sw-00780,Bubble of the Lost,,Wild Space,O-3,O,3
sw-00781,Buchich,Calamari,Outer Rim Territories,U-6,U,6
sw-00782,Budpock,Meridian,Outer Rim Territories,R-7,R,7
sw-00783,Bulano,,Core Worlds,M-10,M,10
sw-00784,Bundil,Ferra,Outer Rim Territories,S-16,S,16
sw-00785,Bundim,Trax,Mid Rim,Q-10,Q,10
sw-00786,Bunduki,Pacanth Reach,Outer Rim Territories,H-16,H,16
sw-00787,Bunka,Illisurevimurasi,Outer Rim Territories,Q-4,Q,4
sw-00788,Buoyant,,Inner Rim,J-14,J,14
sw-00789,Burna,Cademimu,Outer Rim Territories,L-6,L,6
sw-00790,Burnin Konn,Javin (Anoat),Outer Rim Territories,K-18,K,18
sw-00791,Burnsi,Dustig,Mid Rim,N-16,N,16
sw-00792,Burska,,Mid Rim,I-7,I,7
sw-00793,Bursoll,,Wild Space,H-17,H,17
sw-00794,Burundang,Harron,Expansion Region,O-11,O,11
sw-00795,Buruunin,Atravis,Outer Rim Territories,L-19,L,19
sw-00796,Byblos,,Colonies,M-12,M,12
sw-00797,Byllura,Grumani,Outer Rim Territories,N-17,N,17
sw-00798,Bynarria,Lantillian,Mid Rim,P-8,P,8
sw-00799,Byrnum Maw,,Inner Rim,L-8,L,8
sw-00800,Byrsym,Paqwepori,Mid Rim,P-15,P,15
sw-00801,Byss,,Deep Core,K-11,K,11
sw-00802,C-Foroon,Arkanis,Outer Rim Territories,R-16,R,16
sw-00803,Caamas,,Core Worlds,M-9,M,9
sw-00804,Caaraz,Stensen,Outer Rim Territories,H-17,H,17
sw-00805,Caarimon,Meridian,Outer Rim Territories,R-7,R,7
sw-00806,Caarsin Station,Lannik Wilds,Mid Rim,R-13,R,13
sw-00807,Cabarria,,Colonies,M-13,M,13
sw-00808,Cadannia,Msst,Mid Rim,P-7,P,7
sw-00809,Cademimu,Cademimu,Outer Rim Territories,M-6,M,6
sw-00810,Cadinth,Allied Tion,Outer Rim Territories,S-6,S,6
sw-00811,Cadma,Centrality,Outer Rim Territories,T-8,T,8
sw-00812,Cadomai,Aparo (Catarlo),Outer Rim Territories,R-3,R,3
sw-00813,Cal-Seti,Torranix,Core Worlds,K-10,K,10
sw-00814,Calabar,,Core Worlds,L-9,L,9
sw-00815,Calabosh,Arc d'Stot,Expansion Region,K-15,K,15
sw-00816,Calast,Grohl,Outer Rim Territories,R-16,R,16
sw-00817,Calcoraan,,Inner Rim,O-10,O,10
sw-00818,Calderos Station,Bryx,Mid Rim,R-8,R,8
sw-00819,Caldoni,,Core Worlds,M-12,M,12
sw-00820,Caldra Prime,Ado,Mid Rim,M-17,M,17
sw-00821,Caldra Tertius,Ado,Mid Rim,M-17,M,17
sw-00822,Calfa,Hapes Cluster,Inner Rim,O-9,O,9
sw-00823,Calgon,Meridian,Outer Rim Territories,R-7,R,7
sw-00824,Caliban,Savareen,Outer Rim Territories,Q-17,Q,17
sw-00825,Calior,Seitia,Outer Rim Territories,K-20,K,20
sw-00826,Calipsa,Tapani,Colonies,L-13,L,13
sw-00827,Calladus,Ojoster,Outer Rim Territories,N-7,N,7
sw-00828,Calline,Dail,Outer Rim Territories,Q-18,Q,18
sw-00829,Callonia,Fakir,Colonies,K-9,K,9
sw-00830,Callos,Brema,Outer Rim Territories,M-17,M,17
sw-00831,Calonica,Vensensor,Expansion Region,K-16,K,16
sw-00832,Caloria,Tapani,Colonies,L-13,L,13
sw-00833,Caltinia,Senex,Mid Rim,L-17,L,17
sw-00834,Caltrop Belt,Elrood,Outer Rim Territories,M-20,M,20
sw-00835,Calumdarian,Immalia,Expansion Region,K-8,K,8
sw-00836,Calus,,Inner Rim,L-15,L,15
sw-00837,Caluula,Tion Hegemony,Outer Rim Territories,T-6,T,6
sw-00838,Camaria,Tarabba,Outer Rim Territories,M-19,M,19
sw-00839,Camblia,,Colonies,L-13,L,13
sw-00840,Cambria,,Deep Core,L-10,L,10
sw-00841,Camden,Morshdine,Outer Rim Territories,O-5,O,5
sw-00842,Camen,Tamarin,Outer Rim Territories,N-18,N,18
sw-00843,Camson,Abrion,Outer Rim Territories,S-15,S,15
sw-00844,Camus,Illisurevimurasi,Outer Rim Territories,Q-4,Q,4
sw-00845,Canastra,,Core Worlds,K-10,K,10
sw-00846,Candoria,,Colonies,J-13,J,13
sw-00847,Candovant,,Colonies,N-12,N,12
sw-00848,Canoliss,Sluis,Outer Rim Territories,M-19,M,19
sw-00849,Canti,Tapani,Colonies,L-13,L,13
sw-00850,Cantonica,Corporate Sector,Outer Rim Territories,S-4,S,4
sw-00851,Cantras Gola,Perinn,Outer Rim Territories,J-4,J,4
